9;10;1
3;11;1
3;5;1
14;15;1
17;18;1
21;22;1
23;24;1
26;9;1
27;28;1
27;29;1
28;29;1
9;30;1
34;35;1
9;36;1
9;18;1
40;41;1
44;45;1
44;46;1
45;46;1
