TagID;Keyword;Count;Nomalized Keyword;Topic/Domain;Business Area;Comments
5732;design for manufacturing;2;design for manufacturing;Design for X;;
18358;design for manufacturing and assembly;2;design for manufacturing and assembly;Design for X;;
19079;Design for recycling;1;design for recycling;Design for X;;
4046;Design for Simulation;1;design for simulation;Design for X;;
5733;design for sustainable manufacturing;1;design for sustainable manufacturing;Design for X;;
4480;Design for Usability;1;design for usability;Design for X;;
5731;design for X;2;design for x;Design for X;;
5734;design improvement;1;design improvement;;;
5546;design information;1;design information;;;
5735;design information systems;1;design information system;;;
5736;design innovation;1;design innovation;;;
4075;design intent;1;design intent;;;
5738;design knowledge;3;design knowledge;Knowledge Management;;
18419;Design knowledge integration;1;design knowledge integration;;;
18597;design knowledge reuse;1;design knowledge reuse;;;
5739;design lifecycle;2;design lifecycle;;;
5740;design management;2;design management;;;
4103;Design Methodology;1;design method;;;
4659;Design methods;2;design method;;;
18845;design model;1;design model;;;
18417;design optimization;1;design optimization;;;
4686;Design practices;1;design practice;;;
5741;design process;8;design process;Design Process;;
18354;design process characteristics;1;design process characteristic;Design Process;;
5742;design process management;4;design process management;Design Process;;
18832;design process modelling;2;design process modeling;Design Process;;
18484;design processes;3;design process;Design Process;;
4752;design project management;1;design project management;;;
5745;design rationale;3;design rationale;;;
5746;design refresh planning;1;design refresh planning;;;
4221;Design Repository;1;design repository;;;
4106;Design reuse;3;design reuse;Reuse;;
5747;design review;2;design review;;;
4104;Design Stages;1;design stage;Design Process;;
6828;Design Structure Matrix;2;design structure matrix;;;
18826;design support;1;design support;;;
3880;design system process;1;design system process;Design Process;;
4687;Design systems;1;design system;;;
6213;Design task analysis;1;design task analysis;Design Process;;
5750;design teams;1;design team;;;
5751;design theory;2;design theory;;;
4281;Design validation;1;design validation;;;
5753;design-accompanying cost calculations;1;design accompanying cost calculation;Costing;;
4904;design-decision-integration model;1;design decision integration model;Decision Support;;
18993;design-for-X;1;design for X;Design for X;;
5755;designers;1;designer;;;
4207;Development Process Efficiency;2;development process efficiency;Development Process;;
18462;Device-centric SOA;1;device centric service oriented architecture;;;
4113;DFM;3;design for manufacturing;;;
4114;DFSM;1;design for sustainable manufacturing;;;
4115;DFX;2;design for excellence;;;
5055;DHRM;1;digital heritage reference model;;;
4002;Diagnostic systems;1;diagnostic system;;;
4577;diesel;1;diesel;;;
5758;diff;1;difference;;;
4116;Difference identification;1;Difference identification;;;
3749;different types of industries;1;different types of industry;;;
5331;Digital chain;1;digital chain;;;
5760;digital data archiving;1;digital data archiving;;;
5761;digital data library;1;digital data library;;;
18437;Digital design;1;digital design;;;
4458;digital document;1;digital document;;;
4357;Digital Engineering Tools;1;digital engineering tool;;;
4203;Digital Factory;5;digital factory;;;
18650;Digital factory (DF);1;digital factory;;;
19113;digital human modeling;1;digital human modeling;;;
19106;digital human Modeling (DHM);1;digital human modeling;;;
18781;digital human modelling;1;digital human modeling;;;
5763;digital information longevity;1;digital information longevity;;;
4210;Digital manufacturing;7;digital manufacturing;;;
4277;Digital Mock Up;1;digital mockup;;;
18475;Digital Mock-Up;5;digital mockup;;;
18873;Digital mock-up (DMU);2;digital mockup;;;
4774;Digital mock-ups;1;digital mockup;;;
4818;Digital Mockup;1;digital mockup;;;
5764;digital mockups;1;digital mockup;;;
18897;digital plant;1;digital plant;;;
19031;digital product development (DPD);1;digital product development;;;
4117;DIJA;1;DIJA;;;
5766;dimensional analysis theory;1;dimensional analysis theory;;;
18563;dimensional management;1;dimensional management;;;
4529;Dimensional measurement;1;dimensional measurement;;;
5768;dimensioning;1;dimensioning;;;
5769;diminishing manufacturing sources;1;diminishing manufacturing source;;;
5770;direct investment;1;direct investment;;;
5771;direct marketing;1;direct marketing;;;
5772;disabled users access;1;disabled users access;;;
5773;disassembly;1;disassembly;;;
5775;discontinuity;1;discontinuity;;;
5776;discontinuous membership;1;discontinuous membership;;;
4311;discourse analysis;1;discourse analysis;;;
5778;discrete event simulation;1;discrete event simulation;;;
4692;discriminant analysis;1;discriminant analysis;;;
4285;Dismantling space;1;dismantling space;;;
5779;dispute resolution;1;dispute resolution;;;
5780;distance learning;1;distance learning;;;
5781;distant tutoring;1;distant tutoring;;;
5782;distributed design;1;distributed design;;;
18706;distributed engineering;1;distributed engineering;Collaboration;;
18999;distributed system;1;distributed system;;;
4118;DMSMS;1;diminishing manufacturing source and material shortage;;;
18476;DMU;7;digital mockup;;;
4122;DMU maturity;2;digital mockup maturity;;;
4219;Document / model release process;1;document model release process;;;
3704;Document delivery process;1;document delivery process;;;
5783;document lifecycle;1;document lifecycle;;;
4481;Document management;1;document management;;;
3725;document structures;1;document structure;;;
5784;document version and status;1;document version and status;;;
18539;documentation;1;documentation;;;
19085;domain;1;domain;;;
5785;domain definition;1;domain definition;;;
5919;Domain Specific Language;1;domain specific language;;;
18339;Domain-specific modeling;1;domain specific language;;;
19104;domain-specific modeling (DSM);1;domain specific language;;;
5786;drawing annotations;1;drawing annotation;;;
4124;DRP constraints;1;design refresh planning constraint;;;
5765;DSM;1;****;;;
4551;DSM clustering analysis;1;design structure matrix clustering analysis;;;
4126;DSS;2;decision support system;;;
4726;DTP2;1;divertor test platform;;;
4212;dye solar cells;1;dye solar cell;;;
18696;Dynamic Bayesian Networks;1;dynamic bayesian network;;;
4110;dynamic change;1;dynamic change;;;
4479;Dynamic Collaboration;1;dynamic collaboration;Collaboration;;
3783;Dynamic decision making;1;dynamic decision making;Decision Support;;
5787;dynamic heterogeneous environments;1;dynamic heterogeneous environment;;;
4615;Dynamic Instant Innovation;1;dynamic instant innovation;;;
4922;Dynamic Network Management;1;dynamic network management;;;
18619;Dynamic programming;1;dynamic programming;;;
18312;Dynamic response;1;dynamic response;;;
18448;dynamic routing;1;dynamic routing;;;
5820;dynamics;1;dynamic;;;singular ok
5790;e-commerce;1;electronic commerce;;;
5791;e-commerce interfaces;1;electronic commerce interface;;;
3770;e-design;1;electronic design;;;
5792;e-learning;2;electronic learning;;;
19117;e-maintenance;1;electronic maintenance;;;
18575;e-manufacturing;2;electronic manufacturing;;;
4225;E-Mobility;1;electronic mobility;Mobility;;
5793;e-services;1;electronic services;;;
4525;e-waste;1;electronic waste;;;
4227;EAF;1;enterprise architecture framework;;;
5795;early design;2;early design;;;
4081;EBOM;1;engineering bill of materials;;;
4228;ECM;3;engineering change management;;;
3989;ECN;1;engineering collaboration via negotiation ;;;
4229;ECO;1;engineering change order;;;
18627;Eco design;2;ecodesign;;;
4245;Eco-design;4;ecodesign;;;
5797;eco-efficiency;1;ecoefficiency;;;
4592;Eco-Indicator’99;1;ECOINDICATOR 99;;;
3966;EcoDesign;3;ecodesign;;;
5798;economic analysis;1;economic analysis;;;
4498;economic value analysis;1;economic value analysis;;;
4125;Ecosystem Collaboration;1;ecosystem collaboration;Collaboration;;
4214;Edge Measurement;1;edge measurement;;;
18610;EDM;1;engineering data management;;;
4230;EDMS;2;engineering data management system;;;
18418;Education;5;education;;Education;
18913;educational material;1;educational material;;Education;
4144;Educational methods;1;educational method;;Education;
5799;effective communication;1;effective communication;;;
5800;effectiveness;1;effectiveness;;;
5801;efficiency;3;efficiency;;;
4926;Efficient product reuse;1;efficient product reuse;Reuse;;
4231;EIA;2;environmental impact assessment;;;
5802;electrical and electronic equipment;1;electrical and electronic equipment;;Electronics;
5803;electrical and electronic equipment waste;1;electrical and electronic equipment waste;;Electronics;
5804;electromagnetic compatibility;2;electromagnetic compatibility;;Electronics;
5805;electromagnetic compliance;1;electromagnetic compliance;;Electronics;
5806;electronic appliances;1;electronic appliance;;Electronics;
5807;electronic business media;1;electronic business media;;Electronics;
5808;electronic collaboration;1;electronic collaboration;Collaboration;;
5809;electronic commerce;2;electronic commerce;;;
5810;electronic learning;1;electronic learning;;;
5811;electronic parts;1;electronic part;;Electronics;
3706;Electronic product documentation;1;electronic product documentation;;;
4159;Electronic products;1;electronic product;;;
5812;elicitation;1;elicitation;;;
4549;ELV;1;end of life vehicle;;;
5305;email;1;email;;;
4032;Embedded devices;1;embedded device;;;
5723;embedded RFID;1;embedded rfid;;;
5774;embedded system;3;embedded system;;;
5813;embedded systems;1;embedded system;;;
4166;Embodiment design;1;embodiment design;;;
4232;EMC;1;electromagnetic compliance;;;
4233;EMC compliance;2;electromagnetic compliance;;;
4947;emerging technologies;1;emerging technology;;;
4257;Emerging Technology;1;emerging technology;;;
4198;Empirical research;1;empirical study;Research Method;;
5814;empirical study;2;empirical study;Research Method;;
4967;End of Life;1;end of life;;;
5815;end-of-life;4;end of life;;;
5816;end-of-life CRTs;1;end of life cathode ray tube;;;
4870;End-of-life flows;1;end of life flow;;;
4522;End-of-Life Management;2;end of life management;;;
5817;end-of-life products;3;end of life product;;;
5818;end-of-life strategy;1;end of life strategy;;;
5819;end-of-life treatment;1;end of life treatment;;;
4300;end-user development;1;end user development;;;
5821;energy consumption;3;energy consumption;;;
5822;energy management;2;energy management;;;
4204;Energy renovation;1;energy renovation;;;
5026;engine;1;engine;;;
5824;engine oil filters;1;engine oil filter;;;
4412;Engineer to order;2;engineer to order;;;
4112;Engineer-to-order;1;engineer to order;;;
4828;Engineer-to-order product;1;engineer to order product;;;
18818;Engineering;2;engineering;;;
3845;Engineering & Contracting;1;engineering and contracting;;;
4905;Engineering action’s management system;1;engineering actions management system;;;
5825;engineering assets;1;engineering asset;;;
4267;Engineering Bill Of Material;2;engineering bill of materials;;;
18588;engineering change;1;engineering change;;;
5057;Engineering change (EC);1;engineering change;;;
4223;Engineering change analysis;1;engineering change analysis;;;
4254;Engineering change history;1;engineering change history;;;
5826;engineering change management;16;engineering change management;;;
5827;engineering change order;1;engineering change order;;;
4264;Engineering change process automation;1;engineering change process automation;;;
5532;engineering changes;2;engineering change;;;
19012;engineering collaboration;3;engineering collaboration;Collaboration;;
5828;engineering data;1;engineering data;;;
4049;Engineering Data Management;1;engineering data management;;;
5829;engineering design;15;engineering design;;;
18974;Engineering Design Science;1;engineering design science;;;
5830;engineering drawings;2;engineering drawing;;;
18333;engineering education;4;engineering education;;Education;
4378;Engineering Efficiency;1;engineering efficiency;;;
4282;Engineering environment;2;engineering environment;;;
4721;engineering framework;1;engineering framework;;;
4359;Engineering informatics;1;engineering informatics;;;remain plural
4284;Engineering information;1;engineering information;Information Management;;
4273;Engineering Knowledge;2;engineering knowledge;Knowledge Management;;
5831;engineering knowledge management;3;engineering knowledge management;Knowledge Management;;
5832;engineering model representation;1;engineering model representation;;;
19092;Engineering Networks;1;engineering network;;;
19032;engineering object definition;1;engineering object definition;;;
18707;engineering objects;1;engineering object;;;
4369;Engineering Operating System;1;engineering operating system;;;
5448;Engineering Process;1;engineering process;Design Process;;
6073;Engineering Process Management;2;engineering process management;Design Process;;
5833;engineering processes;4;engineering process;Design Process;;
5834;engineering requirements;1;engineering requirement;Requirements Management;;
5836;engineering to order;1;engineering to order;;;
4580;Engineering Visualization;1;engineering visualization;;;
3979;Enginergin Change Management;1;enginergin change management;;;
5837;enhanced QFD;1;enhanced quality function deployment;;;
5838;enterprise;1;enterprise;;;
18746;enterprise architecture;2;enterprise architecture;;;
5840;enterprise architecture framework;1;enterprise architecture framework;;;
18645;Enterprise BOM;2;enterprise bill of materials;;;
18996;Enterprise Information Integration;1;enterprise information integration;;;
3806;Enterprise information system;2;enterprise information system;;;
5841;enterprise information systems;1;enterprise information system;;;
18340;Enterprise innovation;1;enterprise innovation;;;
5842;enterprise integration;2;enterprise integration;;;
5843;enterprise knowledge;1;enterprise knowledge;Knowledge Management;;
4677;Enterprise management;1;enterprise management;;;
5844;enterprise modeling;2;enterprise modeling;;;
5845;enterprise modelling;7;enterprise modeling;;;
18568;Enterprise network;3;enterprise network;;;
4452;Enterprise Portal;1;enterprise portal;;;
4374;Enterprise Process Frameworks;1;enterprise process framework;;;
18940;enterprise process integration;1;enterprise process integration;;;
4658;Enterprise Product Data standards;1;enterprise product data standard;;;
5846;enterprise resource planning;3;enterprise resource planning;;;
18609;Enterprise service bus;3;enterprise service bus;;;
18334;enterprise systems;1;enterprise system;;;
5848;environmental accountancy;1;environmental accountancy;;;
5849;environmental analysis;1;environmental analysis;;;
4876;Environmental assessment;1;environmental assessment;;;
5924;environmental behavior;1;environmental behavior;;;
4416;Environmental design;1;environmental design;;;
5850;environmental impact;8;environmental impact;;;
5852;environmental impact assessment;3;environmental impact assessment;;;
5056;environmental impacts;1;environmental impact;;;
4583;environmental impacts analysis;1;environmental impact assessment;;;
4879;Environmental improvement;1;environmental improvement;;;
5853;environmental issues;1;environmental issue;;;
5854;environmental management system;1;environmental management system;;;
5855;environmental metrics;1;environmental metrics;;;remain plural
5856;environmental performance;1;environmental performance;;;
4871;Environmental policy;1;environmental policy;;;
5847;environmental QFD;1;environmental quality function deployment;;;
5857;environmental standards;1;environmental standard;;;
5858;environmental sustainability;1;environmental sustainability;;;
4742;environmental sustainable design;1;environmental sustainable design;;;
18710;environmental technology;1;environmental technology;;;
5860;environmentally conscious design;1;environmentally conscious design;;;
3743;Environmentally conscious nano product;1;environmentally conscious nano product;;;
4234;EOL;3;end of life;;;
4236;EOL products;3;end of life product;;;
5005;EPC;1;engineering procurement and construction ;;;
18785;EPC network;1;engineering procurement and construction  network;;;
4237;EQFD;1;enhanced quality function deployment;;;
18401;equipment acquisition;1;equipment acquisition;;;
5861;equipment manufacturing;1;equipment manufacturing;;;
4249;Ergonomic;1;ergonomic;;;singular ok as adjective
18547;Ergonomic analysis;1;ergonomics analysis;;;
5862;ergonomics;3;ergonomic;;;singular ok as adjective
18512;Ergonomics analysis;1;ergonomics analysis;;;
4238;ERP;7;enterprise resource planning;;;
18904;ERP/ERPII;1;enterprise resource planning;;;
4026;errors detection;1;error detection;;;
4028;errors documentation;1;error documentation;;;
4240;ES;1;expert system;;;
4453;ESB;1;enterprise service bus;;;
5046;Escalation;1;escalation;;;
5866;ethnography;1;ethnography;;;
4241;ETO;1;engineer to order;;;
4313;European Union;2;European Union;;;
5867;eutrophication;1;eutrophication;;;
5868;evaluation;2;evaluation;;;
4586;evaluation grid method;1;evaluation grid method;;;
4582;Evidential reasoning approach;1;evidential reasoning approach;Research Method;;
19055;evolution;1;evolution;;;
4908;Evolution of Information System;1;evolution of information system;;;
18305;Exact solution;1;exact solution;;;
3734;Exchange;1;exchange;;;
18796;Exchange information;1;exchange information;;;
4593;Exchange Process;1;exchange process;;;
5871;exchange processes;1;exchange process;;;
5872;exergy;1;exergy;;;
4305;existing products;1;existing product;;;
3761;Expected benefits;1;expected benefit;;;
4952;experimental data and information;1;experimental data and information;;;
5173;expert system;1;expert system;;;
5874;expert systems;2;expert system;;;
4619;Exploitation;1;exploitation;;;
4627;Exploration;1;exploration;;;
18680;explorative research;1;explorative research;Research Method;;
18958;EXPRESS language;1;EXPRESS language;;;
5876;extended enterprise;15;extended enterprise;;;
4931;Extended hypermodel for interoperability;1;extended hypermodel for interoperability;;;
4321;Extended Product;4;extended product;;;
6798;Extended Products;1;extended product;;;
5875;extended QFD;1;extended quality funtion deployment;;;
5877;extensible markup language;1;XML;;;
18548;extensible markup language (XML);2;XML;;;
4974;Extensible stylesheet language transformations (XSLT);1;XSLT;;;
5051;Facebook;1;fac?ade;;;
5878;facilities management;3;FACEBOOK;;;
4696;facilities management (FM);1;facility management;;;
4247;fact-based design;1;facility management;;;
4253;Factory Lifecycle Management;1;fact based design;;;
5883;factory of the future;1;factory lifecycle management;;;
18976;factory simulation;1;factory of the future;;;
5383;Façade;1;factory simulation;;;
5884;failure knowledge networks;1;failure knowledge network;Knowledge Management;;
4274;failure management;1;failure management;;;
18381;Failure Mode and Effect Analysis (FMEA);1;failure mode and effect analysis;;;
5886;failure modes and effects analysis;1;failure mode and effect analysis;;;
18459;Failure ontology;1;failure ontology;Knowledge Management;;
5887;failure prediction;1;failure prediction;;;
5888;failure reporting analysis;1;failure reporting analysis;;;
4394;fashion;1;fashion;;Fashion Industry;
5889;fashion industry;2;fashion industry;;Fashion Industry;
5890;fashion shoes;1;fashion shoe;;Fashion Industry;
18351;fatigue;1;fatigue;;;
18390;Fatigue life;4;fatigue life;;;
4327;FBS;1;function behavior structure;;;
4328;FDI;1;foreign direct investment;;;
18352;FEA;1;finite element analysis;;;
18867;feature driven model construction;1;feature driven model construction;Feature Driven Apporaches;;
5891;feature recognition;3;feature recognition;Feature Driven Apporaches;;
4417;Feature Technology;1;feature technology;Feature Driven Apporaches;;
5892;feature-based design;1;feature based design;Feature Driven Apporaches;;
4445;Feature-based design (FBD);1;feature based design;Feature Driven Apporaches;;
5893;feature-based modelling;2;feature based modeling;Feature Driven Apporaches;;
5477;features;1;feature;Feature Driven Apporaches;;
4368;Federated Enterprise Architecture;1;federated enterprise architecture;;;
19126;federation;1;federation;;;
4279;FFSF taxonomy;1;free form surface feature taxonomy;;;
5894;fibre-reinforced polymer;1;fibre reinforced polymer;;;
18994;field data;1;field data;;;
4060;Fighter Aircraft;1;fighter aircraft;;Aerospace Industry;
5896;filter agents;1;filter agent;;;
18496;finite automaton;1;finite automaton;;;
4095;Finite element analysis;1;finite element analysis;;;
18914;finite element method;1;finite element analysis;;;
4553;Firewall;1;firewall;;;
5898;firm size;1;firm size;;;
4332;FKN;1;failure knowledge network;;;
5899;flank milling;1;flank milling;;;
5900;flexible architecture;1;flexible architecture;;;
18449;flexible manufacturing system;1;flexible manufacturing system;;;
3814;Flexible reporting;1;flexible reporting;;;
5901;flexible workflow;1;flexible workflow;;;
5902;flexible workflows;1;flexible workflow;;;
4263;flow diagram;1;flow diagram;;;
4793;FM;1;facility management;;;
4334;FMEA;2;failure modes and effects analysis;;;
4693;food packaging;1;food packaging;;;
5904;footwear industry;1;footwear industry;;Fashion Industry;
18371;form;1;form;;;
5905;formal rules;1;formal rule;;;
4661;Formalization;1;formalization;;;
3801;formidable challenges;1;formidable challenge;;;
4365;Formula Student;1;formula student;;Education;
5906;fossil fuel;1;fossil fuel;;;
4798;fostering innovation;1;fostering innovation;;;
4215;foundation ontology;1;foundation ontology;;;
4335;FRACAS;2;failure report analysis and corrective action system;;;
19037;fracture criterion;1;fracture criterion;;;
5908;framework;8;framework;;;
4775;framework of system integration;1;framework of system integration;;;
4366;France;3;France;;;
18948;Free and Open Source;1;free and open source;;;
4812;free software;1;free software;;;
4291;Free space;1;free space;;;
4008;Free-form surface feature;1;free form surface feature;Feature Driven Apporaches;;
4298;Free-form surface feature (FFSF);1;free form surface feature;;;
6532;Front Loading;1;frontloading;;;
5066;Frontloading;1;frontloading;;;
4977;FRP;1;fibre reinforced polymer;;;
4337;FRP composites;1;fibre reinforced polymer composite;;;
18372;function;1;function;;;
18915;function analysis;1;function analysis;;;
5282;Function Behaviour Structure;1;function behaviour structure;;;
5911;function performance;1;function performance;;;
5912;function points;1;function point;;;
5913;function-behaviour-structure;1;function behaviour structure;;;
4193;Functional Analysis;2;function analysis;;;
18982;Functional design;1;functional design;;;
5915;functional modelling;1;functional modeling;;;
4363;Functional Requirements;1;functional requirement;;;
5916;functional reverse design;1;functional reverse design;;;
5917;functional values;1;functional value;;;
4292;Functionality constraints;1;functionality constraint;;;
4119;functions;1;function;;;
5918;fusion energy;1;fusion energy;;;
19069;fusion magnets;1;fusion magnet;;;
18930;future development PLM;1;future development product lifecycle management;;;
5009;Future PLM;1;future product lifecycle management;;;
6545;Futuristic PLM model;1;futuristic product lifecycle management model;;;
18668;fuzzy AD;1;fuzzy axiomatic design;Fuzzy Logic;;
18605;fuzzy AHP;4;fuzzy analytic hierarchy process ;Fuzzy Logic;;
5920;fuzzy clustering;1;fuzzy clustering;Fuzzy Logic;;
4454;fuzzy expert systems;1;fuzzy expert system;Fuzzy Logic;;
18669;fuzzy FMEA;1;fuzzy failure mode and effect analysis;Fuzzy Logic;;
5921;fuzzy inference;1;fuzzy inference;Fuzzy Logic;;
5030;Fuzzy mode;1;fuzzy mode;Fuzzy Logic;;
5923;fuzzy sets;1;fuzzy set;Fuzzy Logic;;
3980;Fuzzy theory;1;fuzzy theory;Fuzzy Logic;;
18776;Game Based Learning;1;game based learning;;Education;
5925;garment design;1;garment design;;Fashion Industry;
5926;garment industry;1;garment industry;;Fashion Industry;
4195;Gas turbines;1;gas turbine;;;
5927;generative geometry;1;generative geometry;;;
5928;generative theory of shape;1;generative theory of shape;;;
4991;generic architecture;1;generic architecture;;;
19094;generic feature;1;generic feature;Feature Driven Apporaches;;
4878;Generic Model;1;generic model;;;
18554;generic modeling;1;generic modeling;;;
5929;genetic algorithms;1;genetic algorithm;;;
18628;Geographical Information System;1;geographical information system;GIS;;
4331;Geographical Information Systems;1;geographical information system;GIS;;
5930;geometric constraints;3;geometric constraint;;;
5931;geometric modelling;3;geometric modeling;;;
5932;geometric objects;1;geometric object;;;
5933;geometrical variation effect;1;geometrical variation effect;;;
5934;geometry;1;geometry;;;
5935;geometry foundations;1;geometry foundation;;;
5936;geometry interfaces;1;geometry interface;;;
4393;Germany;1;Germany;;;
18887;Gestalt theory;1;gestalt theory;;;
4382;GHG emissions;1;greenhouse gase emission;;;
3752;GIS;1;geographic information system;;;
19141;glitches;1;glitche;;;
5434;Global Data Exchange;1;global data exchange;Globalization;;
18759;global engineering;1;global engineering;Globalization;;
4079;Global Engineering Networks (GEN);2;global engineering network;Globalization;;
4341;Global information Systems;1;global information system;Globalization;;
5429;Global Japanese manufacturing firms;1;global japanese manufacturing firm;Globalization;;
18700;Global Manufacturing;2;global manufacturing;Globalization;;
6749;Global networks;1;global network;Globalization;;
5937;global product development;2;global product development;Globalization;;
6832;Global Product Development (GPD);1;global product development;Globalization;;
19043;global product information model;1;global product information model;Globalization;;
5938;global warming;1;global warming;;;
5939;globalisation;1;globalization;Globalization;;
4012;Globalization;1;globalization;Globalization;;
3981;Goal-oriented Process modeling;1;goal oriented process modeling;Business Process Management;;
4383;GPD strategy;1;global product development strategy;;;
6751;graph;1;graph;;;
4073;Graph Theory;1;graph theory;;;
5895;graph transformation;1;graph transformation;;;
5940;graph-based constraint analysis;1;graph based constraint analysis;;;
18327;graphical communication;1;graphical communication;;;
18697;Graphical Methods;1;graphical method;;;
4957;Green aviation;1;green aviation;;Aerospace Industry;
4558;Green component;1;green component;;;
4564;Green design;1;green design;;;
4400;Green IS;1;green information system;;;
18430;Green Manufacturing;2;green manufacturing;;;
5941;green QFD;1;green quality function deployment;;;
4622;green supply chain;1;green supply chain;;;
3791;Green supply chain management;2;green supply chain management;;;
5942;greenhouse gases;1;greenhouse gases;;;
3819;Grid Computing;1;grid computing;;;
5450;grid technology;1;grid technology;;;
3751;group;1;group;;;
19090;group decision making;1;group decision making;Decision Support;;
4370;Group decision-making;1;group decision making;Decision Support;;
5943;group profiling;2;group profiling;;;
5944;group theory;1;group theory;;;
4385;GSCF;1;global supply chain forum;;;
4422;Guidance System;2;guidance system;;;
4379;Guidelines;1;guideline;;;
5945;hardware data management;1;hardware data management;;;
19100;hazard identification;2;hazard identification;;;
4290;Hazard investigation;1;hazard identification;;;
4407;HCD;1;human centred design;;;
4408;HDD;1;hard disk drive;;;
5037;head-gasket;1;head gasket;;;
6854;health monitoring;1;health monitoring;;;
18560;Healthstate;1;health state;;;
4085;heritage;1;heritage;;;
4165;Heterogeneous Data;1;heterogeneous data;Heterogeneous Information;;
4447;Heterogeneous data integration;1;heterogeneous data integration;Heterogeneous Information;;
3931;heterogeneous information sharing;1;heterogeneous information sharing;Heterogeneous Information;;
5948;heterogeneous systems;3;heterogeneous system;Heterogeneous Information;;
5949;hi-tech industry;1;high technology industry;;High Technology Industry;
18662;Hierarchical Decision Modeling;1;hierarchical decision modeling;Decision Support;;
5950;high technology;2;high technology;;High Technology Industry;
3982;High technology industry;1;high technology industry;;High Technology Industry;
3798;high-end processes;1;high end process;;;
5951;high-tech firms;1;high technology firm;;High Technology Industry;Simplified
18622;higher education in engineering;1;higher education in engineering;;Education;
5952;history-based parametrics;3;history based parametrics;;;remain plural
18691;HLA;1;high level architecture;;;
6848;holistic information management;1;holistic information management;Information Management;;
4258;Holistic Management Model;1;holistic management model;;;
5206;Holistic PLM Model;1;holistic product lifecycle management model;;;
5953;holonic metamodelling;1;holonic metamodeling;;;
19129;Home appliance;1;home appliance;;;
18353;homogenisation;1;homogenization;;;
5954;honesty;1;honesty;;;
4421;Hotelling transformation;1;hotelling transformation;;;
5955;household appliances;1;household appliance;;;
5956;housing development;1;housing development;;;
3765;HTML;1;HTML;;;
4475;human;1;human;;;
18549;human (PPR plus H);1;human (product process and manufacturing resource plus human);;;
5958;human body classification;1;human body classification;;;
18324;Human Factors;2;human factor;Human Factors;;
19107;human factors and ergonomics;2;human factors and ergonomics;Human Factors;;remain plural
4150;Human resource development;1;human resource development;Human Factors;;
5959;human resources;1;human resource;Human Factors;;
5960;human-centred design;1;human centred design;Human Factors;;
18906;human-computer interaction;2;human computer interaction;Human Factors;;
18654;human-computer interaction in product development;1;human computer interaction in product development;Human Factors;;
18949;Humanitarian Technology;1;humanitarian technology;Human Factors;;
5962;humanoids;1;humanoid;;;singular ok
18477;Hybrid Method;1;hybrid method;;;
5693;i-Manufacturing;1;I-MANUFACTURING;;;
18406;IBCA structure for RFLP element generation;1;initiative behavior context and action structure for requirement functional logical and physical element generation;;;
4427;ICD;1;interface control document;;;
4739;ICT;1;information and communication technology;;;
19001;IDEAS;1;IDEAS;;;
4211;IDEF;1;IDEF;;;
18589;IDEF0;1;IDEF;;;
5963;identification;1;identification;;;
4565;iDMU;1;industrial digital mockup;;;
4430;IFC;2;industry foundation class;;;
4401;Ill-defined design System’s approach;1;ill defined design system approach;;;
4588;ILS;1;Integrated logistics support;;;
18379;IMM;1;information mirror model ;;;
3767;impact;1;impact;;;
4734;Implementation;5;implementation;;;
5965;implementation guidelines;1;implementation guideline;;;
18552;Implementation Method;1;implementation method;;;
4457;Implementation model;1;implementation model;;;
18859;Implementation Process;1;implementation process;;;
19046;implementation set of methods;1;implementation set of methods;;;
4396;In-adequacies;1;inadequacy;;;singular ok - remove hyphen
18513;in-line motion capture;1;in line motion capture;;;
4461;India;2;India;;;
6845;Indian Culture;1;indian culture;;;
18777;indicators;1;indicator;;;
5968;individual learning plan;1;individual learning plan;;Education;
5969;individual parts;1;individual part;;;
4547;Indonesian fertiliser industry;1;indonesian fertiliser industry;;Agriculture Industry;
18559;industrial application;1;industrial application;;;
4411;Industrial Case;1;industrial case;;;
18395;Industrial Design;1;industrial design;;;
18434;Industrial design processes;1;industrial design processes;Design Process;;
18699;industrial Digital Mock Up;1;industrial digital mockup;;;
4376;industrial Digital Mock-Up;2;industrial digital mockup;;;
4584;industrial ecology;1;industrial ecology;;;
18531;industrial engineering;1;industrial engineering;;;
5971;industrial experience;1;industrial experience;;;
5077;Industrial heritage;1;industrial heritage;;;
5081;Industrial implementation;1;industrial implementation;;;
4682;Industrial Maintenance;1;industrial maintenance;;;
5084;Industrial robot;1;industrial robot;;;
18997;Industrial services;1;Iindustrial service;;;
5972;industrial sustainability;1;industrial sustainability;;;
4790;Industrialization;2;industrialization;;;
4964;Industrialization Design;1;industrialization design;;;
5159;industrialization telecommunication industry;1;industrialization telecommunication industry;;Telecommunication Industry;
5974;industry foundation class;1;industry foundation class;;;
4839;industry specific;1;industry specific;;;
18858;Industry voice;1;industry voice;;;
4326;Influence region;1;influence region;;;
18391;Influencing factors;2;influencing factor;;;
5019;Informal communication;1;informal communication;;;
5975;information;3;information;;;
5976;information acquisition;1;information acquisition;;;
6833;Information and Communication Technology (ICT);1;information and communication technology;;;
18382;Information and Knowledge Management;2;information and knowledge management;Knowledge Management;;
19010;information and knowledge modelling;1;information and knowledge modeling;Knowledge Management;;
4811;information and knowledge organisation;1;information and knowledge organization;Knowledge Management;;
19013;information and process management;1;information and process management;;;
5977;information collections;1;information collection;;;
18536;information content based product model;2;information content based product model;;;
