TagID;Keyword;Count;Nomalized Keyword;Topic/Domain;Business Area;Comments
6074;knowledge-based engineering;10;knowledge based engineering;Knowledge Management;;
5182;Knowledge-Based frameworks;1;knowledge based framework;Knowledge Management;;
4354;Knowledge-based processing;1;knowledge based processing;Knowledge Management;;
6075;knowledge-based systems;4;knowledge based system;Knowledge Management;;
4218;Laser Scanner;1;laser scanner;;;
3986;Layout;1;layout;;;
19058;layout desgin;1;layout desgin;;;
4600;LCA;22;lifecycle assessment;;;
4602;LCC;5;lifecycle costing;;;
4604;LCD;2;****;;;
4388;LCIA;1;lifecycle impact assessment;;;
4607;LCM;2;lifecycle management;;;
6076;lead recovery;1;lead recovery;;;
6077;leaded glass;1;leaded glass;;;
4673;Leadership;1;leadership;;;
5038;leakage;1;leakage;;;
19131;lean;1;lean;Lean;;
4017;Lean concept;1;lean concept;Lean;;
4513;Lean engineering;1;lean engineering;Lean;;
6080;lean management;1;lean management;Lean;;
6079;lean PLM;1;lean product lifecycle management;Lean;;
6081;lean principles;1;lean principle;Lean;;
18328;lean product development;4;lean product development;Lean;;
18972;lean production;1;lean production;Lean;;
6082;lean service management;1;lean service management;Lean;;
6083;lean thinking;3;lean thinking;Lean;;
4415;Learning and Serious Games;1;learning and serious game;;;
6084;learning curve;1;learning curve;;;
18819;Learning Sciences;1;learning science;;;
18714;lectures program;1;lecture program;;Euducation;
18508;Legacy Application;1;legacy application;;;
19127;legacy data;1;legacy data;;;
4250;leisure boat production;1;leisure boat production;;;
4467;Leisure Boats;1;leisure boat;;;
19028;lens molding;1;lens molding;;;
4944;Lessons learned system;1;lesson learned system;;;
18752;levels of abstraction in PLM;1;level of abstraction in product lifecycle management;PLM;;
4625;Leyton;1;leyton;;;
3997;Liaison;1;liaison;;;
4548;Liaison Graph;1;liaison graph;;;
6087;library agents;1;library agent;;;
18310;Life cycle;3;lifecycle;;;
6088;life cycle analysis;3;lifecycle analysis;;;
6089;life cycle assessment;17;lifecycle assessment;;;
4594;Life Cycle Assessment (LCA);2;lifecycle assessment;;;
6090;life cycle commonality;1;lifecycle commonality;;;
6091;life cycle cost;2;lifecycle cost;Costing;;
6092;life cycle costing;7;lifecycle cost;Costing;;
6093;life cycle costs;1;lifecycle cost;Costing;;
3964;Life Cycle Design;1;lifecycle design;;;
18808;Life Cycle Engineering;2;lifecycle engineering;;;
6095;life cycle impact assessment;1;lifecycle impact assessment;;;
4425;life cycle management;5;lifecycle management;;;
18809;Life Cycle Management Architecture;1;lifecycle management architecture;;;
6097;life cycle optimisation;2;lifecycle optimization;;;
6098;life cycle performance;1;lifecycle performance;;;
4581;Life Cycle Performances;1;lifecycle performance;;;
4591;Life Cycle Phases;1;lifecycle phase;;;
4054;Life cycle simulation;3;lifecycle simulation;;;
3968;Life Cycle Thinking;1;lifecycle thinking;;;
6099;life cycle view;1;lifecycle view;;;
5080;Life-cycle;1;lifecycle;;;
4810;Life-cycle assessment;1;lifecycle assessment;;;
3793;Life-cycle management;1;lifecycle management;;;
18738;Lifecycle;10;lifecycle;;;
18494;Lifecycle Analysis;1;lifecycle analysis;;;
6100;lifecycle assessment;3;lifecycle assessment;;;
6141;Lifecycle Costing;1;lifecycle cost;;;
4650;Lifecycle costs;1;lifecycle cost;;;
4710;Lifecycle Data;1;lifecycle data;;;
6101;lifecycle design;2;lifecycle design;;;
4111;Lifecycle engineering;2;lifecycle engineering;;;
4794;Lifecycle Information Management;1;lifecycle information management;;;
6102;lifecycle management;10;lifecycle management;;;
3970;Lifecycle model;1;lifecycle model;;;
4380;lifecycle of collaborative exchanges;1;lifecycle of collaborative exchange;;;
4201;Lifecycle orientation;1;lifecycle orientation;;;
5121;lifecycle phases;1;lifecycle phase;;;
19015;lifecycle quality management;1;lifecycle quality management;;;
4648;Lifecycle Thinking;2;lifecycle thinking;;;
4252;Lifecycle Tool;2;lifecycle tool;;;
4107;lifecycle-based requirements;1;lifecycle based requirement;;;
18827;Lifestyle Eco-Design;1;lifestyle ecodesign;;;
19049;light-weight representation;1;lightweight representation;;;
18444;lightweight data formats;1;lightweight data format;;;
4883;Lightweight solution;1;lightweight solution;;;
6107;lightweight visualisation;1;lightweight visualization;;;
4643;Limiting process;1;limiting process;;;
4239;Line Balancing;1;line balancing;;;
6109;linear manufacturing;1;linear manufacturing;;;
6110;linear programming;1;linear programming;;;
6111;linear regulators;1;linear regulator;;;
6112;linked data;1;linked data;;;
18842;Links;1;link;;;
6113;liquefied natural gas;1;liquefied natural gas;;;
5356;Living-Labs;1;living labs;;;
4608;LNG production;1;liquefied natural gas production;;;
4609;LNG transport;1;liquefied natural gas transport;;;
6114;locomotive performance;1;locomotive performance;;;
4610;logistics;1;logistics;;;remain plural
6115;logistics limitations;1;logistics limitation;;;remain plural
19128;logistics support;1;logistics support;;;remain plural
5058;long lasting products;1;long lasting product;;;
6116;long life cycle products;1;long lifecycle product;;;
6800;Lot Size One;1;lot size one;;;
4161;Low-temperature burn injury;1;low temperature burn injury;;;
4936;LSA;1;logistics support analysis;;;Unknown acronym
5072;LSC;1;life support cost;;;Unknown acronym
6117;machine learning;1;machine learning;;;
6118;machine tool design;1;machine tool design;;;
6119;machine tool industry;1;machine tool industry;;;
4455;machine tools;1;machine tool;;;
5472;machining;1;machining;;;
6120;machining features;1;machining feature;;;
6121;machining processes;1;machining process;;;
4614;machining processes simulation;1;machining processes simulation;;;
4003;Machining systems;1;machining system;;;
6820;Macro parametric;1;macro parametric;;;
6122;macro-parametric;2;macro parametrics;;;remain plural
6123;macro-parametrics;1;macro parametrics;;;remain plural
18497;maintain event;1;maintain event;;;
18498;maintain status;1;maintain status;;;
18499;maintain status item;1;maintain status item;;;
6124;maintainability;3;maintainability;;;
6125;maintainability analysis;1;maintainability analysis;;;
6126;maintenance;15;maintenance;Maintenance;;
4413;Maintenance costs management;1;maintenance cost management;Maintenance;;
6127;maintenance engineering;1;maintenance engineering;Maintenance;;
6128;maintenance management system;1;maintenance management system;Maintenance;;
5266;Maintenance personalization;1;maintenance personalization;Maintenance;;
6129;maintenance repair overhaul;1;maintenance repair overhaul;Maintenance;;
6130;maintenance scheduling;1;maintenance scheduling;Maintenance;;
4714;Maintenance, repair and overhaul;1;maintenance repair overhaul;Maintenance;;
4403;Maintenance, repair and overhaul (MRO);1;maintenance repair overhaul;Maintenance;;
4785;Malaysia;1;Malaysia;;;
18739;management;1;management;;;
4644;Management decision making;1;management decision making;Decision Support;;
19007;management information system;1;management information system;;;
18815;management of changes;1;change management;;;
6132;management policy;1;management policy;;;
4329;manipulation;2;manipulation;;;
6134;manufacturer instructions;1;manufacturer instruction;;;
6135;manufacturers;1;manufacturer;;;
6136;manufacturing;9;manufacturing;;;
4817;Manufacturing best practices;1;manufacturing best practice;;;
4689;Manufacturing Bill Of Material;1;manufacturing bill of materials;;;
6138;manufacturing data structures;2;manufacturing data structure;;;
18869;manufacturing enterprises;1;manufacturing enterprise;;;
18762;manufacturing facility management;1;manufacturing facility management;;;
6139;manufacturing industry;1;manufacturing industry;;;
19066;Manufacturing information Management;1;manufacturing information management;;;
5694;Manufacturing Innovation;1;manufacturing innovation;;;
18458;manufacturing knowledge;1;manufacturing knowledge;Knowledge Management;;
18912;manufacturing knowledge sharing;1;manufacturing knowledge sharing;Knowledge Management;;
3857;Manufacturing management data exchange;1;manufacturing management data exchange;;;
6140;manufacturing ontologies;1;manufacturing ontology;Knowledge Management;;
18344;manufacturing paradigm;1;manufacturing paradigm;;;
18871;Manufacturing Process Management;3;manufacturing process management;;;
18591;manufacturing process planning;2;manufacturing process planning;;;
4624;manufacturing resources;1;manufacturing resource;Information Management;;
6143;manufacturing standards;1;manufacturing standard;;;
6144;manufacturing strategy;1;manufacturing strategy;;;
5004;Mapping;1;mapping;;;
4574;Mapping hub;1;mapping hub;;;
4861;Marine;1;marine;;;
4426;Maritime Industry;2;maritime industry;;Maritime Industry;
18968;market exclusivity;1;market exclusivity;;;
18975;Marketing;1;marketing;;;
18311;Markets;1;market;;;
4662;MAS;5;multi agent system;;;
18466;mass customization;6;mass customization;;;
18467;mass production;1;mass production;;;
3832;mass-customization;1;mass customization;;;
18478;Master Geometry;2;master geometry;;;
4762;Master Geometry Creation;1;master geometry creation;;;
4763;Master Geometry Validation Workflow;1;master geometry validation workflow;;;
6616;material characterization;1;material characterization;;;
18510;material flow;2;material flow;;;
6147;material flow analysis;1;material flow analysis;;;
4814;Material flow analysis (MFA);1;material flow analysis;;;
6148;material flows;2;material flow;;;
4707;Material information;1;material information;;;
5324;Material Recovering Process;1;material recovering process;;;
6149;material recovery;1;material recovery;;;
6150;material shortages;1;material shortage;;;
6151;mathematical solvers;2;mathematical solver;;;
6152;mathematical theory;1;mathematical theory;;;
3822;maturity;2;maturity;;;
6154;maturity assessment;3;maturity assessment;;;
4875;Maturity Levels;1;maturity level;;;
6155;maturity management;1;maturity management;;;
5065;Maturity model;4;maturity model;;;
4713;Maturity models;3;maturity model;;;
4663;MBD;3;model based definition;;;
5794;MBSE;2;model based system engineering ;;;
4666;MDA;3;model driven architecture;;;
18811;MDI approach;2;model driven interoperability approach;;;
4059;MDO (Multidisciplinary Design Optimization);1;multidisciplinary design optimization;;;
4668;MDS;1;multidimensional scaling;;;
5178;measure;1;measure;;;
4402;mechanical assembly;1;mechanical assembly;;;
19059;mechanical design;1;mechanical design;;;
6158;mechanical engineering;2;mechanical engineering;;;
6159;mechanical part assembly;1;mechanical assembly;;;
6160;mechanical parts;1;mechanical part;;;
3945;Mechanical system design;1;mechanical system design;;;
5122;Mechatronic;1;mechatronic;;;singular ok
5125;Mechatronic engineering;1;mechatronic engineering;;;
6161;mechatronic system;2;mechatronic system;;;
5126;Mechatronic system design;1;mechatronic system design;;;
18824;mechatronical function modeling;1;mechatronic function modeling;;;
18614;mechatronics;4;mechatronic;;;singular ok
4271;Mechatronics design;1;mechatronic design;;;
4906;Mechatronics system design;1;mechatronic system design;;;
4296;media product development;1;media product development;;;
18440;mediation system;2;mediation system;;;
3779;Medical Device Industry;1;medical device industry;;Medical Device Industry;
6163;meeting organising;1;meeting organising;;;
18850;Mehrkostenregelung (additional cost arrangement);1;additional cost arrangement;;;
6164;memory storage;2;memory storage;;;
6165;memory stores;1;memory storage;;;
18846;mental functions;1;mental function;;;
5104;mental models;1;mental model;;;
4612;Mereotopology;3;mereotopology;;;
6167;merge;1;merge;;;
18441;MES;3;manufacturing execution system;;;
4029;meshes;1;mesh;;;
4310;Meta data;1;metadata;;;
18522;meta-model;2;metamodel;;;
4436;Meta-modelisation;1;metamodelization;;;
4419;Metadata;1;metadata;;;
6169;metadata models;1;metadata model;;;
18356;Metagraph;1;metagraph;;;
4519;metaknowledge ontology;1;metaknowledge ontology;Knowledge Management;;
18923;metamodel;4;metamodel;;;
6170;metamodelling;3;metamodeling;;;
4392;Method;1;method;;;
4473;methodology;3;methodology;;;
18598;methods;1;method;;;
4960;Methods and Tools;1;method and tool;;;
6172;metrics;6;metrics;;;remain plural
4395;MFA;1;material flow analysis;;;
6000;Mid of Life Phase;1;middle of life;;;
6174;middle of life;2;middle of life;;;
18786;middle of lifecycle;1;middle of lifecycle;;;
6175;middle-of-life;1;middle of life;;;
18397;Middleware;7;middleware;;;
4653;migration;2;migration;;;
4779;milestone model;1;milestone model;;;
18916;milling cutter;1;milling cutter;;;
19130;MIS;1;management information system;;;
4671;MNCs;1;multinational corporation;;;
4683;Mobile computing;3;mobile computing;;;
18435;Mobile design;1;mobile design;Mobility;;
18329;Mobility;1;mobility;Mobility;;
18917;modal analysis;1;modal analysis;;;
18978;model;4;model;;;
18939;Model based automation in engineering;1;model based automation in engineering;Model Based X;;
5181;Model Based Engineering;1;model based engineering;Model Based X;;
4052;Model Based System Engineering;1;model based system engineering;Model Based X;;
4133;Model Based Systems Engineering;1;model based system engineering;Model Based X;;
3741;Model Based Testing;1;model based testing;Model Based X;;
4753;Model comparison;3;model comparison;Model Based X;;
4340;model decomposition;1;model decomposition;Model Based X;;
6178;model driven architecture;2;model driven architecture;Model Based X;;
19067;Model Driven Architecture (MDA);3;model driven architecture;Model Based X;;
4748;Model Driven Engineering;2;model driven engineering;Model Based X;;
3746;Model Driven Engineering (MDE);1;model driven engineering;Model Based X;;
19044;model mapping algorithm;1;model mapping algorithm;Model Based X;;
18868;model of higher education course;1;model of higher education;Model Based X;Education;
18884;model stages;1;model stage;Model Based X;;
4751;Model Transfer Process;1;model transfer process;Model Based X;;
6181;model transformations;1;model transformation;Model Based X;;
5186;Model- based Engineering;1;model based engineering;Model Based X;;
4918;Model- Driven Architecture;1;model driven architecture;Model Based X;;
6182;model-based definition;4;model based definition;Model Based X;;
18571;model-based design;1;model based design;Model Based X;;
4536;model-based enterprise;1;model based enterprise;Model Based X;;
4255;model-based product definition;1;model based product definition;Model Based X;;
4260;model-based work instructions;1;model based work instruction;Model Based X;;
4768;Model-Driven Architectures;1;model driven architecture;Model Based X;;
4776;Model-Driven Interoperability;1;model driven interoperability;Model Based X;;
4532;modelbased definition;1;model based definition;Model Based X;;
18603;modeled object change management;1;modeled object change management;;;
18306;Modeling;5;modeling;;;
18514;modeling and simulation;1;modeling and simulation;;;
18624;modeling of higher education;1;model of higher education;;Education;
6189;modelling;9;modeling;;;
18828;Modelling & Simulation;1;modeling and simulation;;;
18572;modelling and simulation;1;modeling and simulation;;;
4386;Modelling Engineering Design;1;modeling engineering design;;;
4830;Modelling Framework;1;modeling framework;;;
18599;models;1;model;;;
4438;Models Transformations;1;model transformation;;;
6190;modular design;3;modular design;;;
18894;Modular IT integration;1;modular information technology integration;;;
3753;modular production;1;modular production;;;
4484;Modular Products;1;modular product;;;
6786;Modular services;1;modular service;;;
18965;modularisation;3;modularization;;;
18485;Modularity;2;modularity;;;
19096;module design method;1;module design method;;;
18670;moka;1;moka;;;
4672;MOL;4;middle of life;;;
4021;molding process;1;molding process;;;
19108;motion capture;2;motion capture;;;
18782;motion generation;1;motion generation;;;
6193;motion planning;2;motion planning;;;
4674;MRO;2;maintenance repair overhaul;;;Unknown acronym
3886;MS Project;1;MS PROJECT;;;
18330;Multi Agent Systems (MAS);1;multi agent system;;;
5108;multi- resolution model;1;multi resolution model;;;
4482;Multi-Agent System;1;multi agent system;;;
6194;multi-agent systems;7;multi agent system;;;
4770;Multi-Agents System;1;multi agent system;;;
5172;multi-domain ontology;1;multi domain ontology;Knowledge Management;;
6196;multi-domain system integration;2;multi domain system integration;;;
18740;Multi-Life Products;1;multi life product;;;
18527;Multi-Lifecycle Management;2;multi lifecycle management;;;
6198;multi-objective optimisation;1;multi objective optimization;;;
4928;Multi-sensor fusion;1;multi sensor fusion;;;
18910;multi-view;1;multiview;;;
5922;multi-view modeling;1;multiview modeling;;;
6199;multi-views;1;multiview;;;
6200;multicriteria analysis;1;multicriteria analysis;;;
6201;multidimensional scaling;1;multidimensional scaling;;;
19093;Multidisciplinarity;1;multidisciplinarity;;;
18797;Multidisciplinary collaboration;2;multidisciplinary collaboration;;;
6203;multidisciplinary design;1;multidisciplinary design;;;
6204;multidisciplinary engineering;1;multidisciplinary engineering;;;
5577;multidisciplinary product;1;multidisciplinary product;;;
6205;multidisciplinary products;1;multidisciplinary product;;;
6825;Multidisciplinary simulation;1;multidisciplinary simulation;;;
18753;Multilevel Abstraction Based Self Adaptive Definition (MAAD);1;multilevel abstraction based self adaptive definition;;;
18304;Multilevel system;1;multilevel system;;;
6206;multilinear regression modelling;1;multilinear regression modeling;;;
4521;multilingual;1;multilingual;;;
3829;Multimodal data logging;1;multimodal data logging;;;
6207;multinational corporations;1;multinational corporation;;;
6208;multiple case study;1;multiple case study;Research Method;;
3848;multiple contoured slices;1;multiple contoured slice;;;
5187;multiple domain matrix;1;multiple domain matrix;;;
18900;Multiple Partners;1;multiple partner;;;
6210;multiple product modelling;1;multiple product modeling;;;
19011;multiple relationships;1;multiple relationship;;;
18798;Multiple viewpoints;1;multiple viewpoint;;;
6211;multiple views;2;multiple view;;;
4684;Multiple-attribute decision making;1;multiple attribute decision making;Decision Support;;
5190;Multiple-Domain Matrices;1;multiple domain matrix;;;
19022;multivariant design;1;multivariant design;;;
6605;multiview;1;multiview;;;
5059;Museum;1;museum;;;
18783;natural language;1;natural language;;;
6212;natural language query;1;natural language query;;;
5164;Naval;2;naval;;;
4048;NC;1;NC;;;
5303;NC-Simulation;1;numerical control simulation;;;
5756;Negotiation;1;negotiation;;;
18829;Net-Concern;1;net concern;;;
5399;Network Agent;1;network agent;;;
6214;network agents;2;network agent;;;
5194;network analysis;1;network analysis;;;
4056;Network Configuration;2;network configuration;;;
6216;network efficiency;1;network efficiency;;;
19003;networked organization;1;networked organization;;;
4579;Networks;1;network;;;
4016;neuroscience;1;neuroscience;;;
18885;neutral data formats;1;neutral data format;;;
18638;Neutral File;2;neutral file;;;
4540;neutral file formats;1;neutral file format;;;
18744;Neutral Interchange File (NIF);1;neutral interchange file;;;
3693;neutral model;1;neutral model;;;
6220;neutral modelling commands;1;neutral modeling command;;;
6096;Neutral Schema;1;neutral schema;;;
6222;new foundations;1;new foundation;;;
4387;new Media in Engineering;1;new media in engineering;;;
4745;new product definition;1;new product definition;;;
6224;new product development;25;new product development;;;
18803;New Product Development (NPD);6;new product development;;;
3691;New Product Development performance;1;new product development performance;;;
3692;New Product Development strategies;1;new product development strategy;;;
6225;new product introduction;3;new product introduction;;;
3804;new wave;1;new wave;;;
4507;Next Generation;1;next generation;;;
3742;NFF;1;no fault found;;;
4799;Nigeria;1;Nigeria;;;
18678;Non-Functional Requirements;2;non functional requirement;;;
6227;non-parametric statistical analysis;1;non parametric statistical analysis;;;
4576;nonlinear dynamic system;1;non linear dynamic system;;;
3728;Notification;1;notification;;;
4824;Novel Reman;1;novel reman;;;
3961;Novelty;1;novelty;;;
4783;NPD;7;new product development;Development Process;;
4511;NPD Process;1;new product development process;Development Process;;
4786;NPD projects;1;new product development project;Development Process;;
3957;NPDI;1;new product development and introduction;Development Process;;
4373;ntellectual Property;1;intellectual property;;;
6229;nuclear energy;1;nuclear energy;;Insutry Nuclear;
6230;nuclear industry;1;nuclear industry;;Insutry Nuclear;
6231;nuclear power;1;nuclear power;;Insutry Nuclear;
3694;nuclear power plant;1;nuclear power plant;;Insutry Nuclear;
4800;Numerical Simulation;2;numerical simulation;;;
19121;nx;1;NX;;;
18788;OAIS;2;open archival Information system;;;
4364;Object centric paradigm;1;object centric paradigm;;;
4836;object management;1;object management;;;
18620;object oriented modeling;1;object oriented modeling;;;
6235;object oriented modelling;1;object oriented modeling;;;
5000;Object technology;1;object technology;;;
4360;Object-centric information management;1;object centric information management;;;
6236;object-oriented constraint networks;1;object oriented constraint network;;;
4434;Object-oriented modeling;1;object oriented modeling;;;
6237;object-oriented modelling;2;object oriented modeling;;;
6238;object-oriented programming;1;object oriented programming;;;
6239;object-oriented representation;1;object oriented representation;;;
19098;Objective controlled product feature definition;1;objective controlled product feature definition;;;
18671;objective initiated self modification of features;1;objective initiated self modification of feature;;;
19134;objective related knowledge driven product feature definition;1;objective related knowledge driven product feature definition;Knowledge Management;;
6241;obsolescence;1;obsolescence;;;
6242;obsolescence management;1;obsolescence management;;;
6243;obstacle avoidance;1;obstacle avoidance;;;
18924;ocl;1;OCL;;;
4039;OEM;1;original equipment manufacturer;;;
18377;OEM/Supplier Collaboration;1;original equipment manufacturer supplier collaboration;;;
4803;OEMs;2;original equipment manufacturer;;;
19042;Offer Preparation;1;offer preparation;;;
5085;Offline programming;1;offline programming;;;
5166;Offshore Wind Farm;1;offshore wind farm;;;
18763;OGSA;1;open grid services architecture;;;Unknown acronym
6244;oil distribution transformers;1;oil distribution transformer;Information Management;;
5379;OMG;1;OMG;Standards;;
18720;OMG PLM Services;1;OMG product lifecycle management service;Standards;;
18569;Omni-channel marketing;2;omni channel marketing;;;
5197;One-of-a-kind company;1;one of a kind company;;;
6245;online learning;1;online learning;;Education;
5087;Online programming;1;online programming;;;
6246;online services;1;online service;;;
6247;online shopping;1;online shopping;;;
18490;Ontological Assembly Model;1;ontological assembly model;Knowledge Management;;
18320;Ontologies;6;ontology;Knowledge Management;;
6249;ontology;51;ontology;Knowledge Management;;
6250;ontology alignment patterns;1;ontology alignment pattern;Knowledge Management;;
6251;ontology management;1;ontology management;Knowledge Management;;
6252;ontology mapping;1;ontology mapping;Knowledge Management;;
6253;ontology matching;1;ontology matching;Knowledge Management;;
6254;ontology models;1;ontology model;Knowledge Management;;
6255;ontology web language;1;OWL;Knowledge Management;;
3856;ontology-based data integration;2;ontology based data integration;Knowledge Management;;
5150;Ontology-based decision support;1;ontology based decision support;Decision Support;;
18725;OPC;1;OPC;;;Unknown acronym Publication ID = 8849
18491;Open Assembly Model;2;open assembly model;;;
5310;Open Control Systems;1;open control system;;;
3754;open Industry framework;1;open industry framework;;;
18757;open innovation;2;open innovation;;;
6258;open loops;1;open loop;;;
4888;open PLM;1;open product lifecycle management;;;
18952;Open Source;1;open source;;;
6259;open standards;5;open standard;Standards;;
18469;open systems;1;open system;;;
18721;OpenPDM;1;open product data management;;;
4428;Operating Data;2;operating data;;;
4835;Operation and maintenance;1;operation and maintenance;;;
3800;operational efficiency;1;operational efficiency;;;
18934;Operational integration;1;operational integration;;;
4771;operations;1;operation;;;
5006;operations management;1;operation management;;;
4377;Opinion aggregation;1;opinion aggregation;Decision Support;;
3960;Opportunity Evaluation;1;opportunity evaluation;;;
18969;optimal control;1;optimal control;;;
18307;Optimal strategy;1;optimal strategy;;;
6262;optimisation;2;optimization;;;
18337;optimization;6;optimization;;;
4167;Optimization systems;2;optimization system;;;
4168;option valuation;1;option valuation;;;
19008;optoelectronic product;1;optoelectronic product;;;
5199;Order entry points;1;order entry point;;;
5352;Organisation;1;organization;;;
5116;Organisation Lifecycle;1;organization lifecycle;;;
6265;organisation models;1;organization model;;;
6266;organisational change;1;organizational change;;;
6267;organisational culture;2;organizational culture;;;
6269;organisational resources;1;organizational resource;;;
6270;organisational structure;1;organizational structure;;;
18541;organization;1;organization;;;
5351;organization design;1;organization design;;;
3720;Organizational Capability;1;organizational capability;;;
4694;organizational championship;1;organizational championship;;;
18648;Organizational change;1;organizational change;;;
3799;Organizational change innovation;1;organizational change innovation;;;
6843;Organizational Change Management;1;organizational change management;;;
18452;organizational innovation;2;organizational innovation;;;
4506;Organizational memory system;1;organizational memory system;;;
5093;Original Equipment Man- ufacturer (OEM);1;original equipment manufacturer;;;
6272;original equipment manufacturer;1;original equipment manufacturer;;;
18646;Outfitting;1;outfitting;;;
5202;Outfitting equipment;1;outfitting equipment;;;
18901;Outsourcing;3;outsourcing;;;
4308;overhaul;1;overhaul;;;
4807;OWL;9;OWL;Knowledge Management;;
4652;OWL description language;1;OWL description language;Knowledge Management;;
6274;ozone layer depletion;1;ozone layer depletion;;;
4845;P2P;1;peer to peer;;;
4819;P3R (product, process, plant and resource) data-driven modeling & simulation;1;product process plant and resource data-driven modeling and simulation;;;
18360;PACE((R));1;PACE;;;
6275;packaging industry;1;packaging industry;;Packaging Industry;
18708;Paperless engineering;1;paperless engineering;;;
3757;parallel distributed processing;1;parallel distributed processing;;;
6797;parallel Lifecycle Phases;1;parallel lifecycle phase;;;
18780;parallel model;1;parallel model;;;
5123;parallel structure;1;parallel structure;;;
6277;parameterising;1;parameterising;;;
4474;parameters;1;parameter;;;
18703;parametric;1;parametric;;;
3809;Parametric CAD efficiency;1;parametric computer aided design efficiency;;;
6278;parametric features;1;parametric feature;;;
4509;parametric geometry;1;parametric geometry;;;
4923;Parametric modeling;1;parametric modeling;;;
6279;parametric modelling;4;parametric modeling;;;
6280;parametric translators;1;parametric translator;;;
18421;parametrics;3;parametric;;;
6281;part failure;1;part failure;;;
6282;part families;1;part family;;;
6283;part reuse;1;part reuse;Reuse;;
4791;Partial Least Square (PLS);1;partial least square;;;
5295;participants;1;participant;;;
6284;participatory design;1;participatory design;;;
4706;Particle accelerators;1;particle accelerator;;;
4596;Partners network;1;partner network;;;
4738;Partnership;1;partnership;;;
4929;Parts Library Standardisation Initiative;1;parts library standardization initiative;Standards;;
6285;parts management;1;parts management;;;
6286;passenger cars;1;passenger car;;;
4342;path planning;2;path planning;;;
6288;pattern;1;pattern;;;
18805;pattern language;1;pattern language;;;
18792;pattern languages;2;pattern language;;;
18735;patterns;1;pattern;;;
4847;PBL;2;performance based logistics;;;remain plural
4848;PCA;1;principal components analysis;;;
4406;PCB;1;printed circuit board;;;
4850;PCB design;1;printed circuit board design;;;
4851;PCBs;1;printed circuit board;;;
5069;PDCA;1;PDCA;;;
4852;PDM;24;product data management;;;
18639;PDM (Product Data Management);2;product data management;;;
4855;PDM implementation;2;product data management implementation;;;
4856;PDM selection;1;product data management selection;;;
4857;PDM strategy;1;product data management strategy;;;
4854;PDM System;1;product data management system;;;
18503;PDM systems integration;1;product data management system integration;;;
5007;PDM(Product Data Management);2;product data management;;;
4717;PDM/PLM;1;product data and lifecycle management;;;
3794;PDM/SCM architecture;1;product data management and software configuration management architecture;;;
18509;PDMS;1;product data management system;;;
3991;PDX;1;product data exchange;;;
6289;pedagogical resources;1;pedagogical resource;;;
6290;peer to peer communication;1;peer to peer communication;;;
18953;Peer-Review;1;peer review;;;
18684;peer-to-peer;3;peer to peer;;;
4860;PEID;4;product embedded information device;;;
4741;perception assessment;1;perception assessment;;;
18584;Perfect Product Launching;1;perfect product launching;;;
6292;performance;2;performance;;;
6131;Performance Assessment;1;performance assessment;;;
4930;Performance degradation assessment;1;performance degradation assessment;;;
4933;Performance degradation prediction;1;performance degradation prediction;;;
6293;performance evaluation;3;performance evaluation;;;
4275;performance evaluation and improvement;1;performance evaluation and improvement;;;
4780;performance indicators;1;performance indicator;;;
4755;performance inductors in design;1;performance inductor in design;;;
4268;Performance management;2;performance management;;;
18756;Performance Measurement;4;performance measurement;;;
6298;performance measures;1;performance measure;;;
6299;performance-based logistics;1;performance based logistics;;;remain plural
6300;persistent naming;1;persistent naming;;;
6818;persistent naming problem;1;persistent naming problem;;;
6301;personal assistants;1;personal assistant;;;
6302;personalisation;1;personalization;;;
18606;Pervasive Computing;1;pervasive computing;;;
4935;Peugeot;1;PEUGEOT;;;
3972;Pharmaceutical Industry;1;pharmaceutical industry;;Pharmaceutical Industry;
4788;Pharmaceutical informatics;1;pharmaceutical informatics;;;remain plural
4787;phase and step;1;phase and step;;;
18362;phase reviews;1;phase review;;;
18361;phase-gate;1;phase gate;;;
4654;Piggy backing;1;piggy backing;;;
6303;pilot project;2;pilot project;;;
19081;PK traceability approach;1;product knowledge traceability approach;;;
19082;PK traceability constructs;1;product knowledge traceability construct;;;
4086;Planning;2;planning;;;
5021;Planning and Control;1;planning and control;;;
19101;plant design;3;plant design;;Plant Eingineering;
6304;plant divestment;1;plant divestment;;Plant Eingineering;
4295;Plant layout;1;plant layout;;Plant Eingineering;
3844;Plant Lifecycle;1;plant lifecycle;;Plant Eingineering;
6305;plant relocation;1;plant relocation;;Plant Eingineering;
4840;Plant Simulation;2;plant simulation;;Plant Eingineering;
6306;plant sustainability;1;plant sustainability;;Plant Eingineering;
6307;plant transfer;1;plant transfer;;Plant Eingineering;
4601;Plants;1;plant;;Plant Eingineering;
6308;plastics extrusion;1;plastics extrusion;;;remain plural
4563;plastics waste;1;plastics waste;;;remain plural
18990;platform;1;platform;Variant Management;;
4728;platform approach;1;platform approach;Variant Management;;
18438;Platform Architecture;2;platform architecture;Variant Management;;
4821;Platform strategy;1;platform strategy;Variant Management;;
4864;PLC;2;product lifecycle;;;
4346;PLC programming;1;programmable logic controller programming;;;
4866;PLCS;2;product lifecycle support;;;
4867;PLIB;2;parts library standardisation initiative;;;
4350;PLIM;1;product lifecycle information model ;;;
4869;PLM;250;product lifecycle management;PLM;;
18423;PLM (Product Lifecycle Management);10;product lifecycle management;PLM;;
